class_id,support_size,kernel_points,exact_seconds_all_support,kernel_seconds_subset,exact_reconstruction_max_abs,mean_shapley_squared_difference
0,1728,250,1.07467255811207,21.410037731053308,2.842170943040401e-14,0.007884372914259773
1,1728,250,0.8976961788721383,19.960517100058496,1.9872992140790302e-14,0.0008282575414396883
2,1728,250,0.7831771539058536,16.04579884489067,2.2648549702353193e-14,0.011739803998629766
3,1728,250,1.0384881731588393,13.542459154035896,2.0546064849469303e-14,0.000862127058059625
